id_candidat;prenom;nom;sexe;date_naissance;id_twitter;compte_verifie;date_creation_compte;annee_election;date_premier_tour;nom_annee_election;nom_derniere_election;sortant;dissident;parti_vainqueur_presidentielles;resultat_election;nb_tweets_elec_period;nb_tweets_reserve_period;nb_tweets_last_week;nb_tweets_1st_concern;nb_tweets_2nd_concern;nb_tweets_3rd_concern;sum_likes_elec_period;max_likes_elec_period;avg_likes_elec_period;sum_likes_reserve_period;max_likes_reserve_period;avg_likes_reserve_period;sum_likes_last_week;max_likes_last_week;avg_likes_last_week;sum_likes_1st_concern;max_likes_1st_concern;avg_likes_1st_concern;sum_likes_2nd_concern;max_likes_2nd_concern;avg_likes_2nd_concern;sum_likes_3rd_concern;max_likes_3rd_concern;avg_likes_3rd_concern;sum_retweets_elec_period;max_retweets_elec_period;avg_retweets_elec_period;sum_retweets_reserve_period;max_retweets_reserve_period;avg_retweets_reserve_period;sum_retweets_last_week;max_retweets_last_week;avg_retweets_last_week;sum_retweets_1st_concern;max_retweets_1st_concern;avg_retweets_1st_concern;sum_retweets_2nd_concern;max_retweets_2nd_concern;avg_retweets_2nd_concern;sum_retweets_3rd_concern;max_retweets_3rd_concern;avg_retweets_3rd_concern
54;Béatrice;Cossart;F;1969-04-10;2933680894.0;False;2014-12-01;2022;2022-06-12;DIV;DIV;False;False;LREM;False;930;418;183;0;1;1;1639;129.0;2.0;1087;129.0;3.0;249;77.0;1.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;52796;1652.0;57.0;17781;548.0;43.0;7428;537.0;41.0;0;0.0;0.0;3;3.0;3.0;4;4.0;4.0
55;Mireille;Delafond;F;1956-01-01;;;;2022;2022-06-12;RN;RN;False;False;LREM;False;0;0;0;0;0;0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
56;Jean-Baptiste;Olivier;M;1979-08-01;;;;2022;2022-06-12;LR;LR;False;False;LREM;False;0;0;0;0;0;0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
57;Sandrine;Rousseau;F;1972-03-08;371381075.0;True;2011-09-01;2022;2022-06-12;NUPES;NUPES;False;False;LREM;True;451;168;70;2;7;6;291052;21985.0;645.0;76217;8534.0;454.0;27010;3713.0;386.0;636;369.0;318.0;1508;979.0;215.0;888;465.0;148.0;82131;7116.0;182.0;36120;7116.0;215.0;19210;7116.0;274.0;131;82.0;66.0;428;265.0;61.0;207;104.0;35.0
58;Sandrine;Rousseau;F;1962-01-01;;;;2022;2022-06-12;DIV;DIV;False;False;LREM;False;0;0;0;0;0;0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
59;Buon;Tan;M;1967-03-10;2495899075.0;True;2014-05-01;2022;2022-06-12;ENS;ENS;True;False;LREM;False;81;32;12;2;2;4;1159;126.0;14.0;437;49.0;14.0;158;49.0;13.0;29;17.0;15.0;19;12.0;10.0;27;12.0;7.0;8553;7139.0;106.0;187;20.0;6.0;77;20.0;6.0;6;5.0;3.0;13;9.0;7.0;381;375.0;95.0
60;Marie-Claire;Carrère-Gée;F;1963-03-23;15719595.0;False;2008-08-01;2022;2022-06-12;LR;LR;False;False;LREM;False;67;25;4;0;0;0;2940;2312.0;44.0;2557;2312.0;102.0;64;47.0;16.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;23282;11306.0;347.0;1509;797.0;60.0;69;25.0;17.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
61;Saddia;Cousin;F;1977-01-01;;;;2022;2022-06-12;RN;RN;False;False;LREM;False;0;0;0;0;0;0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
62;Maud;Gatel;F;1979-04-06;17747931.0;True;2008-10-01;2022;2022-06-12;ENS;ENS;True;False;LREM;False;181;89;38;3;4;6;6450;620.0;36.0;2291;169.0;26.0;926;82.0;24.0;62;39.0;21.0;167;76.0;42.0;234;74.0;39.0;7196;2391.0;40.0;1858;348.0;21.0;599;37.0;16.0;43;18.0;14.0;65;37.0;16.0;103;26.0;17.0
63;Valentine;Labourdette;F;1999-06-21;;;;2022;2022-06-12;DIV;DIV;False;False;LREM;False;0;0;0;0;0;0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
64;Franck;Layré-Cassou;M;1984-03-16;153108420.0;False;2011-06-01;2022;2022-06-12;REC;REC;False;False;LREM;False;70;17;9;0;0;0;2311;1685.0;33.0;180;136.0;11.0;35;17.0;4.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;50336;14557.0;719.0;872;548.0;51.0;123;47.0;14.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
65;Nolwenn;Le Gac;F;1983-08-15;28308363.0;False;2009-04-01;2022;2022-06-12;DIV;DIV;False;False;LREM;False;0;0;0;0;0;0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
66;Olivia;Polski;F;1975-06-02;392792965.0;False;2011-10-01;2022;2022-06-12;NUPES;NUPES;False;False;LREM;True;418;229;103;1;2;1;6144;2160.0;15.0;1618;126.0;7.0;719;104.0;7.0;0;0.0;0.0;21;21.0;11.0;0;0.0;0.0;46633;10793.0;112.0;8251;3348.0;36.0;2729;1248.0;26.0;3;3.0;3.0;61;55.0;31.0;15;15.0;15.0
67;Laurent;Vinciguerra;M;1975-01-01;;;;2022;2022-06-12;DXG;DXG;False;False;LREM;False;0;0;0;0;0;0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
48;Gilles;Le Gendre;M;1958-05-13;;;;2017;2017-06-11;REM;ENS;False;False;LREM;True;0;0;0;0;0;0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
68;Henri;Guaino;M;1957-03-11;7.429852764951224e+17;True;2016-06-01;2017;2017-06-11;DVD;DVD;False;False;LREM;False;73;63;11;0;0;0;34734;3495.0;476.0;14877;1684.0;236.0;1071;376.0;97.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;34774;3467.0;476.0;15612;1731.0;248.0;1254;440.0;114.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
69;Nathalie;Kosciusko-morizet;F;1973-05-14;20702279.0;True;2009-02-01;2017;2017-06-11;LR;LR;False;False;LREM;False;279;105;37;0;0;0;30225;2085.0;108.0;9351;569.0;89.0;2934;400.0;79.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;54009;9900.0;194.0;6567;206.0;63.0;2428;206.0;66.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
49;Jean-Pierre;Lecoq;M;1954-07-18;539156968.0;False;2012-03-01;2017;2017-06-11;DVD;DVD;False;False;LREM;False;0;0;0;0;0;0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
70;Gilles;Seignan;M;1963-05-08;912146623.0;False;2012-10-01;2017;2017-06-11;ECO;ECO;False;False;LREM;False;203;38;21;2;0;0;20;2.0;0.0;6;2.0;0.0;2;1.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;56577;9091.0;279.0;331;65.0;9.0;179;27.0;9.0;576;449.0;288.0;0;0.0;0.0;0;0.0;0.0
71;Jan-Edouard;Brunie;M;1975-06-29;;;;2017;2017-06-11;DLF;DSV;False;False;LREM;False;0;0;0;0;0;0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
72;Alain;Avronsart;M;1958-04-27;;;;2017;2017-06-11;DIV;DIV;False;False;LREM;False;0;0;0;0;0;0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
73;Anne-Françoise;Prunières;F;1947-12-21;;;;2017;2017-06-11;FI;NUPES;False;False;LREM;False;0;0;0;0;0;0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
74;Manon;Bouquin;F;1992-06-12;2998173538.0;False;2015-01-01;2017;2017-06-11;FN;RN;False;False;LREM;False;40;40;40;0;0;0;455;121.0;11.0;455;121.0;11.0;455;121.0;11.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;4284;945.0;107.0;4284;945.0;107.0;4284;945.0;107.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
75;Fabien;Lassalle-humez;M;1998-11-26;553016169.0;False;2012-04-01;2017;2017-06-11;DVG;DVG;False;False;LREM;False;0;0;0;0;0;0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
76;Laurent;Gamet;M;1987-07-26;496212632.0;False;2012-02-01;2017;2017-06-11;DIV;DIV;False;False;LREM;False;166;88;33;0;0;0;260;13.0;2.0;114;6.0;1.0;45;5.0;1.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;8226;8127.0;50.0;36;7.0;0.0;15;7.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
77;Delphine;Benin;F;1969-06-18;;;;2017;2017-06-11;DVD;DVD;False;False;LREM;False;0;0;0;0;0;0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
78;Pauline;Betton;F;1988-05-05;;;;2017;2017-06-11;DVD;DVD;False;False;LREM;False;0;0;0;0;0;0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
79;Fabien;Couture;M;1972-10-19;;;;2017;2017-06-11;DIV;DIV;False;False;LREM;False;0;0;0;0;0;0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
80;Edmond;Coulot;M;1994-03-01;3295535303.0;False;2015-05-10;2017;2017-06-11;DIV;DIV;False;False;LREM;False;0;0;0;0;0;0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
81;Anne;Zanghellini;F;1960-08-15;;;;2017;2017-06-11;DIV;DIV;False;False;LREM;False;0;0;0;0;0;0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
82;Alain;Penso;M;1950-02-02;;;;2017;2017-06-11;DIV;DIV;False;False;LREM;False;0;0;0;0;0;0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
83;Nicolas;Rousseaux;M;1976-11-17;40967152.0;False;2009-05-01;2017;2017-06-11;EXD;DXD;False;False;LREM;False;5;1;1;0;0;0;2;2.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;12627;8133.0;2525.0;45;45.0;45.0;45;45.0;45.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
84;Christine;Lichtenauer;F;1976-02-28;;;;2017;2017-06-11;EXG;DXG;False;False;LREM;False;0;0;0;0;0;0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
85;Dominique;Lelys;M;1957-02-26;;;;2017;2017-06-11;DVD;DVD;False;False;LREM;False;0;0;0;0;0;0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
86;Annick;Puyoou;F;1944-12-29;;;;2017;2017-06-11;DVD;DVD;False;False;LREM;False;0;0;0;0;0;0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
87;David;De preval;M;1955-08-07;;;;2017;2017-06-11;DIV;DIV;False;False;LREM;False;0;0;0;0;0;0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
88;Lorraine;Questiaux;F;1987-06-26;1.1130345817651282e+18;False;2019-04-01;2017;2017-06-11;COM;NUPES;False;False;LREM;False;0;0;0;0;0;0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
50;Marine;Rosset;F;1985-12-14;425231735.0;False;2011-09-01;2017;2017-06-11;SOC;NUPES;False;False;LREM;False;0;0;0;0;0;0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
89;Yorick;Berger;M;1976-08-08;;;;2017;2017-06-11;DVD;DVD;False;False;LREM;False;0;0;0;0;0;0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
91;Fanny;Benard;F;1987-07-03;455605167.0;False;2012-01-01;2017;2017-06-11;DLF;DSV;False;False;LREM;False;144;17;2;0;0;0;27;4.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;15930;3941.0;111.0;2536;1530.0;149.0;21;18.0;11.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
90;Cendrine;Chereil de la rivière;F;1953-12-11;;;;2017;2017-06-11;DIV;DIV;False;False;LREM;False;0;0;0;0;0;0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
92;Benoit;Chazerand;M;1986-09-06;1.1986531718344622e+18;False;2019-11-01;2017;2017-06-11;EXG;DXG;False;False;LREM;False;0;0;0;0;0;0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
93;Joel;Ezaoui;M;1963-11-02;2440362695.0;False;2014-03-01;2017;2017-06-11;DVG;DVG;False;False;LREM;False;17;14;5;0;0;0;1;1.0;0.0;1;1.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;176;26.0;10.0;147;21.0;11.0;67;21.0;13.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
94;David;Flacher;M;1976-03-03;8.523298773574164e+17;False;2017-04-01;2017;2017-06-11;DIV;DIV;False;False;LREM;False;7;7;7;0;0;0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;41;21.0;6.0;41;21.0;6.0;41;21.0;6.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
95;Nathalie;Laville;F;1962-10-16;247241547.0;False;2011-02-01;2017;2017-06-11;ECO;ECO;False;False;LREM;False;10;7;2;0;0;0;3;1.0;0.0;1;1.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;11;2.0;1.0;6;2.0;1.0;3;2.0;2.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
96;Anne;Limoge;F;1976-12-04;1.4704131873507328e+18;False;2021-12-01;2017;2017-06-11;DIV;DIV;False;False;LREM;False;0;0;0;0;0;0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
97;Raphael;Qnouch;M;1982-08-03;387618120.0;False;2011-10-01;2017;2017-06-11;FI;NUPES;False;False;LREM;False;95;41;18;0;0;0;165;49.0;2.0;121;49.0;3.0;31;9.0;2.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;10728;2348.0;113.0;2406;494.0;59.0;822;239.0;46.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
59;Buon;Tan;M;1967-03-10;2495899075.0;True;2014-05-01;2017;2017-06-11;REM;ENS;False;False;LREM;True;89;59;14;1;0;0;357;40.0;4.0;229;21.0;4.0;50;8.0;4.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;2991;1733.0;34.0;2447;1733.0;41.0;1835;1733.0;131.0;9;9.0;9.0;0;0.0;0.0;0;0.0;0.0
98;Claire;Monod;F;1964-07-01;249843341.0;False;2011-02-01;2017;2017-06-11;ECO;ECO;False;False;LREM;False;0;0;0;0;0;0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
99;Laurent;Truchot;M;1958-04-05;;;;2017;2017-06-11;DIV;DIV;False;False;LREM;False;0;0;0;0;0;0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
100;Franck;Bonot;M;1969-02-13;113740016.0;False;2010-02-01;2017;2017-06-11;DVG;DVG;False;False;LREM;False;194;71;22;0;2;0;204;22.0;1.0;36;4.0;1.0;6;1.0;0.0;0;0.0;0.0;2;2.0;1.0;0;0.0;0.0;35383;19198.0;182.0;26889;19198.0;379.0;158;52.0;7.0;0;0.0;0.0;1;1.0;1.0;0;0.0;0.0
101;Benjamin;Requet;M;1996-04-23;8.652143304926413e+17;False;2017-05-01;2017;2017-06-11;DIV;DIV;False;False;LREM;False;3;3;1;0;0;0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
102;Martin;Lagane;M;1987-02-04;3439765943.0;False;2015-08-01;2017;2017-06-11;SOC;NUPES;False;False;LREM;False;98;91;40;0;0;0;158;22.0;2.0;156;22.0;2.0;71;10.0;2.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;4725;3254.0;48.0;4671;3254.0;51.0;248;61.0;6.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
103;Elise;Mazella;F;1955-06-27;;;;2017;2017-06-11;DVG;DVG;False;False;LREM;False;0;0;0;0;0;0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
104;Chrystelle;Pellegrino;F;1972-01-06;483237532.0;False;2012-02-01;2017;2017-06-11;DIV;DIV;False;False;LREM;False;19;4;3;0;0;0;2;2.0;0.0;2;2.0;1.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;9908;8133.0;521.0;10;5.0;3.0;10;5.0;3.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
105;Bernard;Sok;M;1950-04-17;;;;2017;2017-06-11;DVD;DVD;False;False;LREM;False;0;0;0;0;0;0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
52;Florence;Bedague;F;1963-01-01;;;;2017;2017-06-11;EXG;DXG;False;False;LREM;False;0;0;0;0;0;0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
106;Laure;Esquieu;F;1992-07-31;;;;2017;2017-06-11;LR;LR;False;False;LREM;False;0;0;0;0;0;0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
107;Elisabeth;Stibbe;F;1962-12-02;105209550.0;False;2010-01-01;2017;2017-06-11;UDI;UDI;False;False;LREM;False;63;50;16;0;0;0;134;8.0;2.0;110;5.0;2.0;21;2.0;1.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;3092;2959.0;49.0;3029;2959.0;61.0;2978;2959.0;186.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
108;Boris;Douchin;M;1987-06-29;;;;2017;2017-06-11;DIV;DIV;False;False;LREM;False;0;0;0;0;0;0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
109;Jean-Noel;Aqua;M;1974-01-01;;;;2017;2017-06-11;COM;NUPES;False;False;LREM;False;0;0;0;0;0;0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
110;Corinne;Berthaud;F;1971-04-07;;;;2017;2017-06-11;FN;RN;False;False;LREM;False;0;0;0;0;0;0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
67;Laurent;Vinciguerra;M;1975-01-01;;;;2017;2017-06-11;EXG;DXG;False;False;LREM;False;0;0;0;0;0;0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
111;Cyrille;Niol;M;1966-10-06;;;;2017;2017-06-11;DVD;DVD;False;False;LREM;False;0;0;0;0;0;0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
112;Hippolyte;Peters-desteract;M;1989-05-25;;;;2017;2017-06-11;DIV;DIV;False;False;LREM;False;0;0;0;0;0;0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
113;Armelle;Malvoisin;F;1971-10-22;1408546440.0;False;2013-05-01;2017;2017-06-11;DIV;DIV;False;False;LREM;False;0;0;0;0;0;0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
114;Bruno;De fromont;M;1960-08-15;;;;2017;2017-06-11;DVD;DVD;False;False;LREM;False;0;0;0;0;0;0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
115;Anissa;Ghaidi;F;1984-12-13;711139442.0;False;2012-07-01;2017;2017-06-11;COM;NUPES;False;False;LREM;False;635;284;59;1;1;1;189;15.0;0.0;109;14.0;0.0;17;6.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;66761;2817.0;105.0;30603;2817.0;108.0;5720;1412.0;97.0;5;5.0;5.0;264;264.0;264.0;101;101.0;101.0
116;Miron;Cusa;M;1976-10-01;158103530.0;False;2010-06-01;2017;2017-06-11;ECO;ECO;False;False;LREM;False;82;60;13;0;0;0;27;4.0;0.0;19;4.0;0.0;8;4.0;1.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;12247;3457.0;149.0;11152;3457.0;186.0;1120;1102.0;86.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
